('2017-04-20 23:47:27', 'Insider Buying: JPMorgan Chase &amp; Co. $JPM Director Buys 11,500 Shares of Stock https://t.co/EBeR6WCAa8')
('2017-04-20 23:45:43', 'Insider Buying: JPMorgan Chase &amp; Co. $JPM Director Buys 11,500 Shares of Stock https://t.co/JuIDzMjnGk')
('2017-04-20 23:23:47', 'JPMorgan Chase &amp; Co. (NYSE:JPM) announces a quarterly dividend of \xa0$0.50 https://t.co/tcH8hfqLJv $JPM')
('2017-04-20 22:34:31', '$JPM Director disclosed purchase of 11.5K shares worth nearly $1 mln https://t.co/P9Yj9bpb3U')
('2017-04-20 22:25:03', 'RT @jpmorgan: $JPM Research Update: #Economist Michael Feroli on the outlook for the U.S. consumer. https://t.co/kkaV5vO4RU')
('2017-04-20 22:23:26', '@NotaBubble @yusschr @7wtc Goldman trade is over at these levels &amp; has been for a few months when it peaked at $250… https://t.co/fr6hJUEcfK')
('2017-04-20 22:07:44', 'RT @jpmorgan: $JPM Research analyzed satellite #data of mall traffic. Here’s what it shows about U.S. retail: https://t.co/7D08PxCsAv https…')
('2017-04-20 22:07:38', 'RT @jpmorgan: $JPM Research Update: #Economist Michael Feroli on the outlook for the U.S. consumer. https://t.co/kkaV5vO4RU')
('2017-04-20 22:02:18', 'RT @ACInvestorBlog: $JPM Insider buying https://t.co/RMSCUNSMlZ')
('2017-04-20 21:56:15', "Here's How Much Higher Interest Rates Will Help JPMorgan Chase This Year https://t.co/xfjbYOXVrE $JPM https://t.co/iRtym2rnQv")
('2017-04-20 21:46:06', 'Market Commentary For Friday, Apr 21 $BAC, $AXP, $JCP, $GOOGL, $MAT, $AGQ, $FB, $M, $JPM, $DDS, $BA, $XRT, $JWN, $RL https://t.co/2E5uSq48DV')
('2017-04-20 21:44:18', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/1S31lVKDPg https://t.co/1ljMSL7dNE v…')
('2017-04-20 21:34:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/W317c8OjQ0')
('2017-04-20 21:33:57', 'Altavista Wealth Management Inc. Sells 340 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/VstbEXCLZj')
('2017-04-20 21:29:32', 'Keybank National Association OH Sells 4,274 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/9zdPyv1CLH')
('2017-04-20 21:29:30', 'SSI Investment Management Inc. Has $1.196 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/TJj6Yn2oni')
('2017-04-20 21:25:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/pbgEaEmIEN… https://t.co/K3IBtmV5SG')
('2017-04-20 21:25:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/IcNTpPNyGT… https://t.co/9Wma5yC93K')
('2017-04-20 21:25:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/kjUToZuHuK… https://t.co/pOoDNnHmIn')
('2017-04-20 21:25:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/mGGoNFy5R9… https://t.co/6wQEz37yq4')
('2017-04-20 21:25:07', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/y8tvKoeHh2… https://t.co/3o7lhnNeRO')
('2017-04-20 21:25:06', 'NEW Analysis &amp; #Signals for #BankingSector #Stocks by @tradingsafely1 &gt; $MS $JPM $GS &gt;&gt;&gt; https://t.co/zf5B2AAGCW… https://t.co/8WTTKihwhQ')
('2017-04-20 21:22:48', 'My polls once again prove to be unstoppable! \n$V $AXP $ma $bac $GS $JPM\nhttps://t.co/YpXOKWI2TZ')
('2017-04-20 21:07:06', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/R6aAYiX4hJ')
('2017-04-20 21:02:34', "#JPMorganChase Here's How Much Higher Interest Rates Will Help #organChase This Year. Read more: https://t.co/bUwcZWJWsc $JPM")
('2017-04-20 21:01:13', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/bgWzyarAqu')
('2017-04-20 20:54:32', '#JPMorganChase organ to triple size of technology hub. Read more: https://t.co/5g5VclfD1w $JPM')
('2017-04-20 20:53:14', '$JPM:\n\nNew Insider Filing on\n\nDirector\n\nJAMES S CROWN:\n\nhttps://t.co/4Q52GNFT1R')
('2017-04-20 20:53:03', '$JPM $.SPX $GS:\n\nBreakingviews: JPMorgan believes a $100 billion deal may happen:\n\nhttps://t.co/9kpy1cHQC9')
('2017-04-20 20:52:56', 'RT @ACInvestorBlog: $JPM Insider buying https://t.co/RMSCUNSMlZ')
('2017-04-20 20:48:48', '$JPM Insider buying https://t.co/RMSCUNSMlZ')
('2017-04-20 20:46:04', '$JPM - Statement of Changes in Beneficial Ownership (4) https://t.co/wsz90OjVwa')
('2017-04-20 20:45:27', '$JPM New SEC Document(s) for JPMorgan Chase &amp; Co.\nFrom our Stock News Alerts App')
('2017-04-20 20:43:43', 'J P Morgan Chase %26 Co director just picked up 11,500 shares  https://t.co/OesKSuD5JE $JPM')
('2017-04-20 20:43:11', "Here's How Much Higher Interest Rates Will Help JPMorgan Chase This Year https://t.co/0URDu4EoHI $JPM https://t.co/rPWGWMbvNZ")
('2017-04-20 20:31:52', '$ETFC and $V both beat...supporting the analysis regarding most financials. $JPM $BAC $C $MS $WFC and even $GS are still buys')
('2017-04-20 20:28:16', '$JPM:\n\nHere’s How Much Higher Interest Rates Will Help JPMorgan Chase …:\n\nhttps://t.co/d48dvo7U6I')
('2017-04-20 20:27:34', '$JPM Todays trading with JPMorgan Chase &amp; Co. for $85.55 on date April 20, 2017. #Finance')
('2017-04-20 20:25:47', '[Urgent Alert] $DIS: Long Call Diagonal w/Protective Put, Portfolio Updates https://t.co/9JeUqbMMU2 Updates on $JPM $FXI $XLF $AAPL $SPX')
('2017-04-20 20:21:38', "No Dates 8's! $vrx $agn $myl $mrk $brk $twtr $iep $hlf $aapl $jnj $sny $pfe $gsk $ko $pep $tst $exel $wfc $jpm https://t.co/QOmpmNviUB")
('2017-04-20 20:01:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/Z4BkgcnRCW')
('2017-04-20 19:43:44', 'RT @SharePlanner: Breaks in resistance can be powerful trading opportunities. $JPM offered a good example of one back on 2/10/17 https://t.…')
('2017-04-20 19:42:56', 'RT @SharePlanner: Breaks in resistance can be powerful trading opportunities. $JPM offered a good example of one back on 2/10/17 https://t.…')
('2017-04-20 19:34:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/DQPFY0ZKYW')
('2017-04-20 19:31:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/WWIVaaA0nl')
('2017-04-20 19:29:57', '92,947 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by MIG Capital LLC https://t.co/7SHU97B2WX')
('2017-04-20 19:22:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/P9OueB1ZJH')
('2017-04-20 19:21:05', '$BAC $GS $JPM $C $MS Trump trade is back on!')
('2017-04-20 19:20:04', 'JPMorgan led Americas IB revenue for 13 straight quarters https://t.co/3sUBm7CeAr $JPM https://t.co/y7ugEsCSra')
('2017-04-20 19:19:01', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/4MH7Wv8r3k')
('2017-04-20 19:10:11', '$GS $JPM $XLF &lt;STUDY the Charts&gt; Stock-BuyBacks Commenced Today : https://t.co/uqWHBSuNn9')
('2017-04-20 18:54:23', '$JPM wants to tag $86. Financials sector will bounce hard along with the 10 yr yield if Macron wins runoff in France. $BAC $C $GS $MS')
('2017-04-20 18:51:16', '$GS $XLF $JPM &lt;STUDY the CHARTS&gt; Daily: Recaptured 150D SMA = POSITIVE https://t.co/0qfwyiVsa1')
('2017-04-20 18:42:00', 'RT @galebett: $JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/xlG4nMVovv')
('2017-04-20 18:38:56', 'still think somebody like a Buffet or a $JPM buys ( or gets for free ) $OCN assets')
('2017-04-20 18:22:04', 'Breaks in resistance can be powerful trading opportunities. $JPM offered a good example of one back on 2/10/17 https://t.co/D7Cd2mKgCw')
('2017-04-20 18:07:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/Ag6Dbw8gK8')
('2017-04-20 18:03:41', 'Stock price performance since Trump named Gary Cohn economics chief:\n$GS -10%\n$MS and $C -3%\n$BAC and $JPM flat\n$LAZ +7%\n\nGovernment Sachs?')
('2017-04-20 18:00:48', 'Jefferies Group Comments on JPMorgan Chase &amp; Co.’s Q4 2017 Earnings $JPM https://t.co/J9DCXDlOPL')
('2017-04-20 17:56:19', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/566KKZiQBb')
('2017-04-20 17:54:19', '$FAS New HOD  #livetradepro\n\n$XLF $GS  $MS $BAC $JPM')
('2017-04-20 17:47:56', '#Allergan is Most Expensive EV/EBITDA! $VRX $AGN $MYL $MRK $SNY $PFE $GSK $NVS $JNJ $BRK $IEP $TST $HLF $TWTR $AAPL… https://t.co/mgEhgAlNEA')
